poc_filename,v8_version_tested,issue_report_date,flags_used,crashed,log_file
poc2_40093739.js,7.3.258,1/13/2019,#NAME?,TRUE,reproduce_logs/poc2_40093739.js-7.3.258.log
v8_poc_40094287.js,6.7.213,3/13/2019,#NAME?,TRUE,reproduce_logs/v8_poc_40094287.js-6.7.213.log
google_v8_array_prototype_memory_corruption_poc_40094304.js,6.7.213,3/15/2019,#NAME?,TRUE,reproduce_logs/google_v8_array_prototype_memory_corruption_poc_40094304.js-6.7.213.log
leak_40094340.js,7.4.256,3/20/2019,#NAME?,TRUE,reproduce_logs/leak_40094340.js-7.4.256.log
variable_proxy_40050455.js,7.8.45,10/17/2019,#NAME?,TRUE,reproduce_logs/variable_proxy_40050455.js-7.8.45.log
poc_40051991.js,7.9.162.1,4/11/2020,#NAME?,TRUE,reproduce_logs/poc_40051991.js-7.9.162.1.log
poc_40052054.js,8.3.110,4/18/2020,#NAME?,TRUE,reproduce_logs/poc_40052054.js-8.3.110.log
sample_40053301.js,7.9.162.1,9/8/2020,#NAME?,TRUE,reproduce_logs/sample_40053301.js-7.9.162.1.log
poc_minimized_40054275.js,8.3.110,12/23/2020,#NAME?,TRUE,reproduce_logs/poc_minimized_40054275.js-8.3.110.log
poc_40055446.js,8.4.261,4/4/2021,#NAME?,TRUE,reproduce_logs/poc_40055446.js-8.4.261.log
poc_40055451.js,8.4.261,4/5/2021,#NAME?,TRUE,reproduce_logs/poc_40055451.js-8.4.261.log
spec_mod_40055596.js,8.4.261,4/19/2021,#NAME?,TRUE,reproduce_logs/spec_mod_40055596.js-8.4.261.log
spec_mul_40055596.js,8.4.261,4/19/2021,#NAME?,TRUE,reproduce_logs/spec_mul_40055596.js-8.4.261.log
poc_40055688.js,9.0.102,4/27/2021,#NAME?,TRUE,reproduce_logs/poc_40055688.js-9.0.102.log
exp_40055688.js,9.0.102,4/27/2021,#NAME?,TRUE,reproduce_logs/exp_40055688.js-9.0.102.log
poc_40056860.js,8.7.37,8/12/2021,#NAME?,TRUE,reproduce_logs/poc_40056860.js-8.7.37.log
poc_40057710.js,8.8.214,10/26/2021,#NAME?,TRUE,reproduce_logs/poc_40057710.js-8.8.214.log
poc_40058995.js,10.1.42,3/7/2022,#NAME?,TRUE,reproduce_logs/poc_40058995.js-10.1.42.log
poc_40059133.js,9.1.230,3/18/2022, --expose-gc --allow-natives-syntax,TRUE,reproduce_logs/poc_40059133.js-9.1.230.log
poc_40059369.js,9.2.131,4/13/2022,#NAME?,TRUE,reproduce_logs/poc_40059369.js-9.2.131.log
poc_40059498.js,10.1.42,4/27/2022,#NAME?,TRUE,reproduce_logs/poc_40059498.js-10.1.42.log
poc_40838427.js,9.5.99,5/6/2022,#NAME?,TRUE,reproduce_logs/poc_40838427.js-9.5.99.log
poc_40059979.js,9.3.262,6/16/2022, --allow-natives-syntax,TRUE,reproduce_logs/poc_40059979.js-9.3.262.log
type-mismatch_40059979.js,10.1.42,6/16/2022,#NAME?,TRUE,reproduce_logs/type-mismatch_40059979.js-10.1.42.log
poc_40060077.js,10.3.91,6/26/2022,#NAME?,TRUE,reproduce_logs/poc_40060077.js-10.3.91.log
poc_40060419.js,9.4.87,7/27/2022,#NAME?,TRUE,reproduce_logs/poc_40060419.js-9.4.87.log
poc_40060736.js,10.3.91,8/31/2022, --allow-natives-syntax --harmony ,TRUE,reproduce_logs/poc_40060736.js-10.3.91.log
poc_40060819.js,10.1.42,9/5/2022,#NAME?,TRUE,reproduce_logs/poc_40060819.js-10.1.42.log
poc_40061150.js,10.1.42,9/26/2022,#NAME?,TRUE,reproduce_logs/poc_40061150.js-10.1.42.log
poc_40061447.js,10.4.101,10/24/2022,#NAME?,TRUE,reproduce_logs/poc_40061447.js-10.4.101.log
poc_40061451.js,9.7.84,10/24/2022,#NAME?,TRUE,reproduce_logs/poc_40061451.js-9.7.84.log
poc_40061456a.js,10.6.68,10/24/2022,#NAME?,TRUE,reproduce_logs/poc_40061456a.js-10.6.68.log
poc_40061456b.js,10.6.68,10/24/2022,#NAME?,TRUE,reproduce_logs/poc_40061456b.js-10.6.68.log
poc_40061500.js,9.7.84,10/27/2022,#NAME?,TRUE,reproduce_logs/poc_40061500.js-9.7.84.log
poc_40061653.js,10.8.92,11/8/2022,#NAME?,TRUE,reproduce_logs/poc_40061653.js-10.8.92.log
poc_40061748.js,10.1.42,11/15/2022,#NAME?,TRUE,reproduce_logs/poc_40061748.js-10.1.42.log
poc_40061773.js,9.8.123,11/16/2022,#NAME?,TRUE,reproduce_logs/poc_40061773.js-9.8.123.log
poc_40061849.js,10.1.42,11/21/2022,#NAME?,TRUE,reproduce_logs/poc_40061849.js-10.1.42.log
poc_40061863.js,10.6.68,11/22/2022,#NAME?,TRUE,reproduce_logs/poc_40061863.js-10.6.68.log
poc_differential_40061881.js,10.9.129,11/23/2022,#NAME?,TRUE,reproduce_logs/poc_differential_40061881.js-10.9.129.log
poc_40061900.js,9.9.47,11/24/2022,#NAME?,TRUE,reproduce_logs/poc_40061900.js-9.9.47.log
poc_40061946.js,10.1.42,11/29/2022, --allow-natives-syntax --maglev --single-threaded,TRUE,reproduce_logs/poc_40061946.js-10.1.42.log
p_40061951.js,10.0.53,11/29/2022,#NAME?,TRUE,reproduce_logs/p_40061951.js-10.0.53.log
poc_40062102.js,11.0.140,12/7/2022,#NAME?,TRUE,reproduce_logs/poc_40062102.js-11.0.140.log
poc_40062163.js,10.6.68,12/10/2022,#NAME?,TRUE,reproduce_logs/poc_40062163.js-10.6.68.log
poc_40062432.js,10.7.81,12/29/2022,#NAME?,TRUE,reproduce_logs/poc_40062432.js-10.7.81.log
poc_40062671.js,10.3.91,1/15/2023,#NAME?,TRUE,reproduce_logs/poc_40062671.js-10.3.91.log
poc_40062684.js,11.0.140,1/16/2023,#NAME?,TRUE,reproduce_logs/poc_40062684.js-11.0.140.log
poc_40062854.js,11.2.31,2/1/2023,#NAME?,TRUE,reproduce_logs/poc_40062854.js-11.2.31.log
poc_40062884.js,10.8.92,2/2/2023,#NAME?,TRUE,reproduce_logs/poc_40062884.js-10.8.92.log
poc_40062890.js,10.3.91,2/3/2023,#NAME?,TRUE,reproduce_logs/poc_40062890.js-10.3.91.log
poc_40063140.js,11.2.31,2/18/2023,#NAME?,TRUE,reproduce_logs/poc_40063140.js-11.2.31.log
poc_40063286.js,11.2.31,2/28/2023,#NAME?,TRUE,reproduce_logs/poc_40063286.js-11.2.31.log
poc_40063372.js,11.2.31,3/4/2023,#NAME?,TRUE,reproduce_logs/poc_40063372.js-11.2.31.log
poc_40063393.js,10.3.91,3/6/2023,#NAME?,TRUE,reproduce_logs/poc_40063393.js-10.3.91.log
poc_40063397.js,10.3.91,3/6/2023,#NAME?,TRUE,reproduce_logs/poc_40063397.js-10.3.91.log
poc_40063399.js,10.3.91,3/6/2023,#NAME?,TRUE,reproduce_logs/poc_40063399.js-10.3.91.log
poc_40063597.js,11.3.43,3/14/2023, --no-analyze-environment-liveness --allow-natives-syntax,TRUE,reproduce_logs/poc_40063597.js-11.3.43.log
poc_40063616.js,11.3.43,3/16/2023,#NAME?,TRUE,reproduce_logs/poc_40063616.js-11.3.43.log
poc_40063673.js,11.3.43,3/20/2023,#NAME?,TRUE,reproduce_logs/poc_40063673.js-11.3.43.log
poc_40063757.js,10.3.91,3/25/2023,#NAME?,TRUE,reproduce_logs/poc_40063757.js-10.3.91.log
poc_40063989.js,10.3.91,4/11/2023,#NAME?,TRUE,reproduce_logs/poc_40063989.js-10.3.91.log
poc_40064124.js,10.7.81,4/20/2023,#NAME?,TRUE,reproduce_logs/poc_40064124.js-10.7.81.log
poc_40064748.js,11.3.43,5/23/2023,#NAME?,TRUE,reproduce_logs/poc_40064748.js-11.3.43.log
poc_40064946.js,11.2.31,5/29/2023,#NAME?,TRUE,reproduce_logs/poc_40064946.js-11.2.31.log
poc_40064983.js,10.9.129,5/29/2023,#NAME?,TRUE,reproduce_logs/poc_40064983.js-10.9.129.log
poc_40065138.js,10.5.111,6/1/2023,#NAME?,TRUE,reproduce_logs/poc_40065138.js-10.5.111.log
exploit_40065473.js,11.4.45,6/7/2023,#NAME?,TRUE,reproduce_logs/exploit_40065473.js-11.4.45.log
poc_40065463.js,11.4.45,6/7/2023,#NAME?,TRUE,reproduce_logs/poc_40065463.js-11.4.45.log
stackcheck_40065473.js,11.2.31,6/7/2023,#NAME?,TRUE,reproduce_logs/stackcheck_40065473.js-11.2.31.log
rrr_40065644.js,11.3.43,6/12/2023,#NAME?,TRUE,reproduce_logs/rrr_40065644.js-11.3.43.log
poc_40066778.js,11.3.43,7/3/2023,#NAME?,TRUE,reproduce_logs/poc_40066778.js-11.3.43.log
exp_40067050.js,11.0.140,7/7/2023,#NAME?,TRUE,reproduce_logs/exp_40067050.js-11.0.140.log
poc_40067050.js,11.3.43,7/7/2023,#NAME?,TRUE,reproduce_logs/poc_40067050.js-11.3.43.log
wasm_40067181.js,11.3.43,7/11/2023,#NAME?,TRUE,reproduce_logs/wasm_40067181.js-11.3.43.log
poc_40067485.js,11.3.43,7/15/2023,#NAME?,TRUE,reproduce_logs/poc_40067485.js-11.3.43.log
exploit_40067530.js,10.6.68,7/17/2023,#NAME?,TRUE,reproduce_logs/exploit_40067530.js-10.6.68.log
proxy_40067530.js,11.6.41,7/17/2023,#NAME?,TRUE,reproduce_logs/proxy_40067530.js-11.6.41.log
super_ctor_40067530.js,11.6.41,7/17/2023,#NAME?,TRUE,reproduce_logs/super_ctor_40067530.js-11.6.41.log
exp_40067712.js,11.3.43,7/19/2023,#NAME?,TRUE,reproduce_logs/exp_40067712.js-11.3.43.log
test_40067712.js,11.3.43,7/19/2023, --experimental-wasm-gc,TRUE,reproduce_logs/test_40067712.js-11.3.43.log
poc-new_40067712.js,11.3.43,7/19/2023,#NAME?,TRUE,reproduce_logs/poc-new_40067712.js-11.3.43.log
poc-old_40067712.js,11.3.43,7/19/2023,#NAME?,TRUE,reproduce_logs/poc-old_40067712.js-11.3.43.log
poc_40068179.js,11.6.41,7/27/2023,#NAME?,TRUE,reproduce_logs/poc_40068179.js-11.6.41.log
poc1_40068612.js,11.7.68,8/3/2023,#NAME?,TRUE,reproduce_logs/poc1_40068612.js-11.7.68.log
poc_40068915.js,10.7.81,8/7/2023,#NAME?,TRUE,reproduce_logs/poc_40068915.js-10.7.81.log
poc_40069079.js,11.7.359.1,8/9/2023,#NAME?,TRUE,reproduce_logs/poc_40069079.js-11.7.359.1.log
poc_40069222.js,11.7.359.1,8/10/2023,#NAME?,TRUE,reproduce_logs/poc_40069222.js-11.7.359.1.log
poc_40069328.js,11.7.359.1,8/10/2023,#NAME?,TRUE,reproduce_logs/poc_40069328.js-11.7.359.1.log
poc_40069589.js,11.7.359.1,8/15/2023, --jit-fuzzing --future --turboshaft-future ,TRUE,reproduce_logs/poc_40069589.js-11.7.359.1.log
poc_40069590.js,11.7.359.1,8/15/2023,#NAME?,TRUE,reproduce_logs/poc_40069590.js-11.7.359.1.log
poc_40069798.js,11.6.41,8/17/2023, --harmony --harmony-set-methods,TRUE,reproduce_logs/poc_40069798.js-11.6.41.log
poc_40073390.js,11.6.41,9/26/2023,#NAME?,TRUE,reproduce_logs/poc_40073390.js-11.6.41.log
poc_40075744.js,11.9.168,10/27/2023,#NAME?,TRUE,reproduce_logs/poc_40075744.js-11.9.168.log
poc_40941600.js,11.0.140,11/10/2023,#NAME?,TRUE,reproduce_logs/poc_40941600.js-11.0.140.log
poc_differential_40943982.js,11.7.359.1,11/19/2023,#NAME?,TRUE,reproduce_logs/poc_differential_40943982.js-11.7.359.1.log
program_20231202114925_4DDEF1B6-6A57-4456-AE42-0EEDE9E79E2D_flaky_40948107.js,11.7.68,12/2/2023,#NAME?,TRUE,reproduce_logs/program_20231202114925_4DDEF1B6-6A57-4456-AE42-0EEDE9E79E2D_flaky_40948107.js-11.7.68.log
program_20231202211949_F2F3F4A6-A713-4164-A8D8-72485EFA79F3_flaky_40948107.js,11.7.68,12/2/2023,#NAME?,TRUE,reproduce_logs/program_20231202211949_F2F3F4A6-A713-4164-A8D8-72485EFA79F3_flaky_40948107.js-11.7.68.log
program_20231202223653_DFC5A2A0-B04B-4F95-8743-332C5F439182_flaky_40948107.js,11.7.68,12/2/2023,#NAME?,TRUE,reproduce_logs/program_20231202223653_DFC5A2A0-B04B-4F95-8743-332C5F439182_flaky_40948107.js-11.7.68.log
program_20231203004608_9125402D-2FEC-4F7C-B929-767021731303_flaky_40948107.js,11.7.68,12/2/2023,#NAME?,TRUE,reproduce_logs/program_20231203004608_9125402D-2FEC-4F7C-B929-767021731303_flaky_40948107.js-11.7.68.log
program_20231203013939_F30B454F-44CF-4A98-AE98-122CA44DFECC_flaky_40948107.js,11.7.68,12/2/2023,#NAME?,TRUE,reproduce_logs/program_20231203013939_F30B454F-44CF-4A98-AE98-122CA44DFECC_flaky_40948107.js-11.7.68.log
program_20231203030957_557F1142-4278-457A-ACF6-7D57F68712CD_flaky_40948107.js,11.7.68,12/2/2023,#NAME?,TRUE,reproduce_logs/program_20231203030957_557F1142-4278-457A-ACF6-7D57F68712CD_flaky_40948107.js-11.7.68.log
poc_40948441.js,12.1.22,12/4/2023,#NAME?,TRUE,reproduce_logs/poc_40948441.js-12.1.22.log
poc_40948479.js,11.4.45,12/4/2023,#NAME?,TRUE,reproduce_logs/poc_40948479.js-11.4.45.log
poc1_40948479.js,11.4.45,12/4/2023,#NAME?,TRUE,reproduce_logs/poc1_40948479.js-11.4.45.log
poc2_40948479.js,11.4.45,12/4/2023,#NAME?,TRUE,reproduce_logs/poc2_40948479.js-11.4.45.log
poc3_40948479.js,11.4.45,12/4/2023,#NAME?,TRUE,reproduce_logs/poc3_40948479.js-11.4.45.log
poc1_40948441.js,12.1.22,12/4/2023,#NAME?,TRUE,reproduce_logs/poc1_40948441.js-12.1.22.log
mini_poc_40948927.js,11.4.45,12/5/2023,#NAME?,TRUE,reproduce_logs/mini_poc_40948927.js-11.4.45.log
oob_poc_40948927.js,11.1.92,12/5/2023,#NAME?,TRUE,reproduce_logs/oob_poc_40948927.js-11.1.92.log
poc_40948927.js,11.4.45,12/5/2023,#NAME?,TRUE,reproduce_logs/poc_40948927.js-11.4.45.log
poc1_40948927.js,11.4.45,12/5/2023,#NAME?,TRUE,reproduce_logs/poc1_40948927.js-11.4.45.log
poc2_40948927.js,11.4.45,12/5/2023,#NAME?,TRUE,reproduce_logs/poc2_40948927.js-11.4.45.log
poc3_40948927.js,11.4.45,12/5/2023,#NAME?,TRUE,reproduce_logs/poc3_40948927.js-11.4.45.log
poc4_40948927.js,11.4.45,12/5/2023,#NAME?,TRUE,reproduce_logs/poc4_40948927.js-11.4.45.log
ex_41483297.js,11.6.41,12/12/2023,#NAME?,TRUE,reproduce_logs/ex_41483297.js-11.6.41.log
repro_41483297.js,11.6.41,12/12/2023,#NAME?,TRUE,reproduce_logs/repro_41483297.js-11.6.41.log
poc_41483711.js,11.4.45,12/13/2023,#NAME?,TRUE,reproduce_logs/poc_41483711.js-11.4.45.log
poc_code_41483711.js,11.4.45,12/13/2023,#NAME?,TRUE,reproduce_logs/poc_code_41483711.js-11.4.45.log
poc_41484431.js,11.4.45,12/15/2023,#NAME?,TRUE,reproduce_logs/poc_41484431.js-11.4.45.log
poc_asan_oob_41484431.js,11.1.92,12/15/2023,#NAME?,TRUE,reproduce_logs/poc_asan_oob_41484431.js-11.1.92.log
poc_asan_oob_code_41484431.js,11.1.92,12/15/2023,#NAME?,TRUE,reproduce_logs/poc_asan_oob_code_41484431.js-11.1.92.log
poc_code_41484431.js,11.4.45,12/15/2023,#NAME?,TRUE,reproduce_logs/poc_code_41484431.js-11.4.45.log
poc_41485059.js,11.4.45,12/18/2023, --turboshaft-wasm --allow-natives-syntax,TRUE,reproduce_logs/poc_41485059.js-11.4.45.log
